1. uncorreted dist,2. corrected dist,3. IMU dist,3. LiDAR GT 
19.03,4.76,15.89,0.0
18.36,4.75,16.71,0.0
18.36,4.75,16.71,0.0
15.7,15.7,15.7,0.0
18.34,4.79,16.23,0.0
18.34,4.79,16.23,0.0
18.34,4.79,16.23,0.0
16.07,4.85,15.49,0.0
15.72,4.84,15.44,0.0
15.72,4.84,15.44,0.0
17.75,4.85,15.56,0.0
17.97,4.82,15.49,0.0
18.44,4.75,16.46,0.0
16.52,4.8,15.4,0.0
16.6,4.83,15.32,0.0
18.05,4.78,15.92,0.0
19.33,4.73,15.94,0.0
19.73,4.73,16.03,0.0
18.89,4.75,15.93,0.0
18.42,4.74,15.6,0.0
18.97,4.7,15.7,0.0
19.41,4.71,15.76,0.0
19.5,4.67,16.05,0.0
19.5,4.67,16.05,0.0
19.09,4.72,16.14,0.0
17.42,4.83,15.08,0.0
19.32,19.32,19.32,0.0
19.14,19.14,19.14,0.0
19.5,4.6,19.06,0.0
19.36,19.36,19.36,0.0
18.1,18.1,18.1,0.0
18.53,4.58,18.26,0.0
20.47,4.61,17.85,0.0
22.87,4.49,18.96,0.0
23.22,4.43,19.56,0.0
23.35,4.41,19.89,0.0
22.6,4.43,19.43,0.0
22.6,4.43,19.43,0.0
22.72,4.47,20.13,0.0
20.22,4.58,18.35,0.0
19.01,4.6,17.92,0.0
19.01,4.6,17.92,0.0
17.78,4.6,16.98,0.0
18.37,4.59,17.0,0.0
18.37,4.59,17.0,0.0
18.78,4.61,16.82,0.0
18.78,4.61,16.82,0.0
18.78,4.65,16.5,0.0
19.03,4.6,16.84,0.0
18.89,4.57,16.65,0.0
18.85,4.59,16.55,0.0
18.72,4.59,16.67,0.0
18.72,4.59,16.67,0.0
17.97,4.58,16.65,0.0
17.51,4.63,16.57,0.0
16.75,4.68,15.92,0.0
16.46,4.68,15.78,0.0
16.49,4.68,15.81,0.0
15.91,4.66,16.53,0.0
13.97,4.76,16.08,0.0
13.32,4.75,15.78,0.0
12.77,4.79,15.7,0.0
12.63,4.8,15.48,0.0
12.63,4.8,15.48,0.0
15.13,4.67,14.55,0.0
15.13,4.67,14.55,0.0
15.13,4.67,14.55,0.0
24.67,4.49,15.4,0.0
37.16,4.32,16.42,0.0
44.02,4.32,17.24,0.0
43.91,4.3,18.16,0.0
43.91,4.3,18.16,0.0
22.28,4.45,18.47,0.0
19.58,4.44,18.7,0.0
19.58,4.44,18.7,0.0
19.58,4.44,18.7,0.0
19.58,4.44,18.7,0.0
19.58,4.44,18.7,0.0
17.2,4.56,17.67,0.0
17.36,17.36,17.36,0.0
17.36,17.36,17.36,0.0
18.79,4.56,17.25,0.0
19.32,4.59,17.07,0.0
19.55,4.64,16.98,0.0
19.69,4.67,16.82,0.0
19.23,4.68,17.0,0.0
18.41,4.66,17.11,0.0
18.41,4.66,17.11,0.0
17.43,4.66,16.75,0.0
18.05,4.6,17.32,0.0
18.95,4.64,16.52,0.0
19.06,4.63,16.07,0.0
19.48,4.64,16.2,0.0
19.44,4.64,16.17,0.0
19.19,4.67,15.99,0.0
19.48,4.69,16.11,0.0
19.26,4.65,16.27,0.0
18.84,4.63,16.54,0.0
15.7,4.83,15.37,0.0
15.7,4.83,15.37,0.0
17.39,4.69,15.48,0.0
19.04,4.69,15.89,0.0
19.04,4.69,15.89,0.0
19.04,4.69,15.89,0.0
15.83,4.82,15.69,0.0
15.69,4.81,15.0,0.0
15.69,4.81,15.0,0.0
18.05,4.74,15.78,0.0
18.76,4.66,16.07,0.0
18.76,4.66,16.07,0.0
16.62,4.74,15.34,0.0
16.96,4.77,15.08,0.0
16.96,4.77,15.08,0.0
19.6,4.66,15.72,0.0
19.5,4.66,16.11,0.0
18.67,4.71,15.78,0.0
18.46,4.7,15.63,0.0
18.76,4.7,15.47,0.0
18.76,4.7,15.47,0.0
19.36,4.7,15.95,0.0
19.11,4.68,15.93,0.0
19.09,4.65,16.14,0.0
17.63,4.74,15.32,0.0
19.13,4.6,16.43,0.0
19.22,4.56,18.8,0.0
19.22,4.56,18.8,0.0
18.33,18.33,18.33,0.0
18.07,18.07,18.07,0.0
18.8,4.58,17.53,0.0
20.14,4.59,17.6,0.0
22.85,4.46,18.95,0.0
23.26,4.44,19.58,0.0
23.35,4.41,19.87,0.0
22.83,4.42,19.6,0.0
22.72,4.43,19.52,0.0
21.01,4.58,18.57,0.0
20.22,4.58,18.35,0.0
20.22,4.58,18.35,0.0
18.03,4.69,17.39,0.0
17.97,4.71,16.88,0.0
18.59,4.7,17.19,0.0
18.73,4.73,16.94,0.0
18.73,4.73,16.94,0.0
18.97,4.69,16.72,0.0
18.97,4.69,16.72,0.0
18.91,4.72,16.6,0.0
18.81,4.71,16.52,0.0
18.51,4.71,16.61,0.0
18.13,4.72,16.54,0.0
17.51,4.72,16.57,0.0
17.51,4.72,16.57,0.0
16.72,4.76,15.94,0.0
16.72,4.76,15.94,0.0
15.91,4.83,15.7,0.0
13.73,4.92,15.76,0.0
13.73,4.92,15.76,0.0
12.63,4.91,15.57,0.0
13.28,4.88,15.45,0.0
15.76,4.83,15.13,0.0
18.13,4.74,16.53,0.0
20.09,4.67,15.73,0.0
20.09,4.67,15.73,0.0
20.09,4.67,15.73,0.0
43.91,4.44,17.3,0.0
43.91,4.44,17.3,0.0
43.91,4.44,17.3,0.0
22.28,4.57,18.47,0.0
22.28,4.57,18.47,0.0
22.28,4.57,18.47,0.0
22.28,4.57,18.47,0.0
22.28,4.57,18.47,0.0
17.2,4.68,17.67,0.0
17.58,17.58,17.58,0.0
17.58,17.58,17.58,0.0
17.58,17.58,17.58,0.0
18.52,4.74,16.78,0.0
19.32,4.7,17.33,0.0
19.23,4.74,17.0,0.0
19.23,4.74,17.0,0.0
19.41,4.74,16.87,0.0
18.1,4.85,16.44,0.0
18.1,4.85,16.44,0.0
17.94,4.81,17.21,0.0
16.86,4.89,16.23,0.0
18.05,4.8,16.73,0.0
18.95,4.77,16.68,0.0
19.42,4.82,16.65,0.0
19.5,4.81,16.21,0.0
19.27,4.83,16.06,0.0
19.39,4.82,16.05,0.0
19.4,4.81,16.14,0.0
18.84,4.76,16.54,0.0
17.34,4.85,16.43,0.0
15.65,15.65,15.65,0.0
16.61,4.83,15.64,0.0
18.67,4.74,15.64,0.0
18.59,4.76,16.57,0.0
16.07,4.9,15.49,0.0
15.69,4.89,15.41,0.0
16.31,4.93,14.69,0.0
16.31,4.93,14.69,0.0
18.2,4.8,15.52,0.0
16.63,4.92,15.0,0.0
16.63,4.92,15.0,0.0
16.96,4.9,15.08,0.0
18.16,4.79,15.14,0.0
19.6,4.77,15.72,0.0
19.14,4.78,15.87,0.0
19.14,4.78,15.87,0.0
18.46,4.76,15.49,0.0
19.25,4.75,15.72,0.0
19.47,4.72,15.89,0.0
19.04,4.74,15.88,0.0
17.42,4.85,15.02,0.0
18.07,4.81,17.9,0.0
19.13,19.13,19.13,0.0
19.36,4.62,18.92,0.0
19.37,4.63,19.06,0.0
18.33,18.33,18.33,0.0
18.25,4.65,17.98,0.0
19.04,4.7,17.21,0.0
22.18,4.56,18.61,0.0
23.26,4.55,19.37,0.0
23.26,4.55,19.37,0.0
23.29,4.52,19.94,0.0
22.6,4.54,19.43,0.0
20.22,4.62,18.35,0.0
19.01,4.68,17.74,0.0
18.26,4.68,17.61,0.0
17.78,4.7,16.98,0.0
18.59,4.69,17.02,0.0
18.91,4.69,17.09,0.0
18.92,4.72,16.67,0.0
18.97,4.71,16.64,0.0
18.99,4.68,16.82,0.0
18.91,4.66,16.6,0.0
18.91,4.66,16.6,0.0
18.3,4.66,16.44,0.0
18.3,4.66,16.44,0.0
17.69,4.66,16.57,0.0
17.69,4.66,16.57,0.0
16.7,4.72,15.92,0.0
16.5,4.71,15.82,0.0
16.34,4.76,16.13,0.0
15.34,4.76,15.92,0.0
13.73,4.87,15.76,0.0
13.32,4.87,16.24,0.0
12.63,4.86,15.57,0.0
12.76,4.87,15.5,0.0
13.63,4.87,14.78,0.0
15.76,4.78,15.13,0.0
18.13,4.69,14.97,0.0
18.13,4.69,14.97,0.0
24.67,4.55,15.4,0.0
24.67,4.55,15.4,0.0
36.84,4.44,16.05,0.0
44.67,4.37,17.41,0.0
43.91,4.35,17.59,0.0
43.91,4.35,17.59,0.0
43.91,4.35,17.59,0.0
43.91,4.35,17.59,0.0
43.91,4.35,17.59,0.0
43.91,4.35,17.59,0.0
43.91,4.35,17.59,0.0
43.91,4.35,17.59,0.0
43.91,4.35,17.59,0.0
17.58,17.58,17.58,0.0
17.58,17.58,17.58,0.0
19.01,4.64,17.18,0.0
19.32,4.67,17.24,0.0
19.83,4.63,17.18,0.0
19.83,4.63,17.18,0.0
19.11,4.7,16.91,0.0
19.11,4.7,16.91,0.0
18.4,4.69,17.56,0.0
17.43,4.73,16.75,0.0
16.93,4.78,16.07,0.0
18.59,4.73,16.69,0.0
19.34,4.74,16.27,0.0
19.48,4.75,16.2,0.0
19.43,4.75,16.17,0.0
19.39,4.76,16.05,0.0
19.35,4.75,16.11,0.0
19.03,4.69,16.69,0.0
16.08,4.84,15.73,0.0
15.78,4.82,14.91,0.0
18.34,4.77,15.7,0.0
18.34,4.77,15.7,0.0
17.98,4.79,16.74,0.0
16.07,4.89,15.49,0.0
16.07,4.89,15.49,0.0
16.31,4.89,15.09,0.0
17.69,4.83,15.8,0.0
17.97,4.82,15.49,0.0
18.76,4.74,15.92,0.0
16.95,4.87,15.63,0.0
16.95,4.87,15.63,0.0
18.02,4.78,15.9,0.0
19.08,4.73,15.78,0.0
19.73,4.76,16.03,0.0
18.67,4.76,15.86,0.0
18.76,4.72,15.85,0.0
19.41,4.74,15.76,0.0
19.36,4.73,15.95,0.0
19.04,4.71,15.88,0.0
17.72,4.87,15.24,0.0
17.63,4.82,15.32,0.0
19.13,19.13,19.13,0.0
19.36,4.58,19.15,0.0
19.22,4.61,18.8,0.0
19.36,19.36,19.36,0.0
19.36,19.36,19.36,0.0
18.07,4.66,17.43,0.0
19.04,4.68,17.74,0.0
22.18,4.55,18.61,0.0
23.19,4.55,19.32,0.0
22.83,4.54,19.29,0.0
22.83,4.54,19.29,0.0
22.77,4.53,19.69,0.0
21.01,4.62,18.78,0.0
20.22,4.63,18.35,0.0
19.4,4.71,18.08,0.0
18.63,4.7,17.78,0.0
17.92,4.71,17.11,0.0
18.37,4.71,17.24,0.0
18.37,4.71,17.24,0.0
18.82,4.73,16.86,0.0
18.78,4.7,16.66,0.0
19.01,4.69,16.83,0.0
18.89,4.67,16.65,0.0
18.89,4.68,16.59,0.0
18.72,4.68,16.6,0.0
18.12,4.7,16.46,0.0
17.69,4.69,16.57,0.0
16.75,4.76,15.92,0.0
16.46,4.75,15.7,0.0
16.49,4.74,15.81,0.0
15.34,4.78,15.92,0.0
13.73,4.86,15.76,0.0
12.63,4.92,15.48,0.0
12.63,4.92,15.48,0.0
13.28,4.85,15.45,0.0
15.13,4.79,15.35,0.0
16.65,4.76,15.29,0.0
18.91,4.7,15.5,0.0
18.91,4.7,15.5,0.0
18.91,4.7,15.5,0.0
39.8,4.43,16.58,0.0
44.67,4.38,17.41,0.0
43.03,4.36,18.01,0.0
43.03,4.36,18.01,0.0
22.28,4.51,19.8,0.0
19.58,4.56,18.41,0.0
19.58,4.56,18.41,0.0
19.58,4.56,18.41,0.0
19.58,4.56,18.41,0.0
19.58,4.56,18.41,0.0
19.58,4.56,18.41,0.0
17.36,17.36,17.36,0.0
17.36,17.36,17.36,0.0
19.19,4.62,17.97,0.0
19.19,4.62,17.97,0.0
19.77,4.68,16.96,0.0
19.69,4.69,16.92,0.0
18.79,4.71,16.66,0.0
18.41,4.76,17.11,0.0
18.25,4.75,17.41,0.0
17.43,4.78,16.75,0.0
18.71,4.67,17.29,0.0
18.71,4.67,17.29,0.0
19.34,4.74,16.27,0.0
19.43,4.75,16.17,0.0
19.43,4.75,16.17,0.0
19.19,4.8,15.99,0.0
